tracking_id	FUNCTION	Sample_10.1_0	Sample_10.2_0	Sample_20.1_0	Sample_20.2_0	Sample_0.1_0	Sample_0.2_0
HWER_03942	Protein of unknown function	0.451032	1.10627	2.06502	1.08842	2.5394	4.11455
HWER_03943	Protein of unknown function	1.71813	1.64455	1.74468	1.72869	0.293361	1.77813
HWER_03944	Protein of unknown function	0.378952	0.358204	0.483664	0.457186	0.364037	0.320662
HWER_03945	Similar to SSU72: RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084))	18.9592	16.533	13.091	10.0378	1.95147	2.25603
HWER_03946	Similar to GHITM: Growth hormone-inducible transmembrane protein (Homo sapiens)	170.48	153.011	147.988	155.501	57.4052	67.5174
HWER_03947	Similar to asnB: Asparagine synthetase [glutamine-hydrolyzing] 1 (Bacillus subtilis (strain 168))	4.78434	3.7671	2.06927	2.29722	0.210762	0.240094
HWER_03948	Protein of unknown function	0	0.319458	0	0.230297	0.682986	0.561036
HWER_03949	Protein of unknown function	139.915	133.036	25.7559	24.0487	263.429	275.042
HWER_03950	Similar to rbm8a: RNA-binding protein 8A (Danio rerio)	43.0847	40.4339	39.3475	37.8209	41.5169	38.3069
HWER_03951	Protein of unknown function	2.10787	3.09463	1.24322	1.55997	3.81125	1.79176
HWER_03952	Similar to znf207: BUB3-interacting and GLEBS motif-containing protein ZNF207 (Xenopus laevis)	15.0912	16.6885	49.0857	43.8039	27.1196	18.3336
HWER_03953	Similar to SPAC139.03: Uncharacterized transcriptional regulatory protein C139.03 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	7.93772	8.58697	8.81628	8.00627	10.3723	8.62807
HWER_03954	Similar to rpc6: Probable DNA-directed RNA polymerase III subunit rpc6 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	13.6387	13.2654	22.3263	19.7359	40.566	34.0002
HWER_03955	Protein of unknown function	1.5118	2.04623	2.23093	2.40476	12.8872	5.10049
HWER_03956	Protein of unknown function	19.0392	21.8704	36.0107	40.4633	139.236	102.9
HWER_03957	Similar to SPAP8A3.06: Splicing factor U2AF 23 kDa subunit (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	43.7459	42.0119	46.9958	43.8358	28.0998	36.1202
HWER_03958	Similar to ERCC6L2: DNA excision repair protein ERCC-6-like 2 (Bos taurus)	4.17207	3.70267	2.75054	2.81418	1.28977	1.39825
HWER_03959	Similar to ski6: Exosome complex component ski6 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	13.5005	13.5515	13.3248	12.4346	12.9401	11.3369
HWER_03960	Similar to THI73: Thiamine pathway transporter THI73 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	0.478465	0.590721	0.567456	0.49415	0.391724	0.612608
HWER_03961	Protein of unknown function	8.28308	8.85383	3.87721	3.49647	2.15691	2.07731
HWER_03962	Protein of unknown function	0.601723	0.327831	0.454909	0.644379	0.576819	0.212967
HWER_03963	Protein of unknown function	124.667	103.907	97.9236	104.102	65.181	81.2013
HWER_03964	Protein of unknown function	30.0846	30.4403	19.9642	19.9559	6.11769	18.5643
HWER_03965	Similar to FMP42: Protein FMP42 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	15.584	14.2316	10.8253	10.8971	23.3789	22.2012
HWER_03966	Similar to phr: Deoxyribodipyrimidine photo-lyase (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	12.8254	11.4671	13.5818	12.4986	7.68196	5.98701
HWER_03967	Similar to Probable NADP-dependent mannitol dehydrogenase (Davidiella tassiana)	310.262	219.737	399.173	376.683	174.775	117.822
HWER_03968	Similar to PRPF8: Pre-mRNA-processing-splicing factor 8 (Homo sapiens)	10.3402	11.3423	12.956	14.0274	9.15239	10.2443
HWER_03969	Similar to RPL34B: 60S ribosomal protein L34-B (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	733.172	676.615	773.725	757.369	1883.57	1593.57
HWER_03970	Similar to VPS70: Vacuolar protein sorting-associated protein 70 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	11.0941	12.1597	12.9392	12.4471	14.5148	13.9502
HWER_03971	Similar to SPCC70.03c: Probable proline dehydrogenase%2C mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	154.561	131.667	8.75557	9.54092	492.649	590.738
HWER_03972	Similar to mnl1: ER degradation-enhancing alpha-mannosidase-like protein 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	4.58056	5.62946	5.01198	4.54523	2.78595	3.44102
HWER_03973	Similar to fcyB: Purine-cytosine permease fcyB (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	22.3773	22.4557	25.1818	27.1717	19.9992	26.4765
HWER_03974	Similar to atad-3: ATPase family AAA domain-containing protein 3 (Caenorhabditis elegans)	0.579647	0.582029	0.22803	0.24427	0.29203	0.581269
HWER_03975	Similar to YCR023C: Uncharacterized membrane protein YCR023C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	1.46964	1.76325	1.24546	1.06271	1.06049	1.39125
HWER_03976	Similar to HOS2: Probable histone deacetylase HOS2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	11.7772	11.1298	13.5596	12.654	12.4142	11.1896
HWER_03977	Similar to YNG2: Chromatin modification-related protein YNG2 (Yarrowia lipolytica (strain CLIB 122 / E 150))	10.0322	8.40778	7.864	7.03265	1.46054	0.893172
HWER_03978	Protein of unknown function	3.3063	3.3372	3.54568	2.93556	8.73699	3.51887
HWER_03979	Protein of unknown function	2.24045	3.21705	3.47458	4.08572	0.445771	0.489646
HWER_03980	Similar to gld1: Glycerol dehydrogenase (NADP(+)) (Hypocrea jecorina)	74.074	63.243	226.298	342.688	10.9228	11.9036
HWER_03981	Protein of unknown function	0.331805	0.364961	0.764989	0.577101	0.556176	2.3591
HWER_03982	Similar to AFUA_1G03640: UPF0390 protein AFUA_1G03640 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	12.4942	13.0954	12.7517	12.0202	15.6678	12.8357
HWER_03983	Similar to FBXL7: F-box/LRR-repeat protein 7 (Homo sapiens)	4.03109	4.12424	3.3125	3.37705	1.27448	1.65153
HWER_03984	Similar to cnxG: Molybdopterin synthase sulfur carrier subunit (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))	13.4442	12.1184	9.98668	10.8951	11.7438	22.1052
HWER_03985	Similar to UPC2: Sterol uptake control protein 2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	7.09126	7.83913	5.56814	6.37023	19.1957	20.058
HWER_03986	Similar to cipB: Zinc-binding alcohol dehydrogenase domain-containing protein cipB (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	3.62695	4.26976	2.2688	2.05965	4.53744	3.50605
HWER_03987	Similar to AFUA_2G03610: Inosine-5'-monophosphate dehydrogenase (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	80.3476	88.0971	76.1087	79.7511	421.518	348.203
HWER_03988	Protein of unknown function	3.24573	3.37817	1.56108	1.87559	2.27403	2.3317
HWER_03989	Protein of unknown function	2.85186	2.39052	0.943319	1.92733	1.84372	0.976445
HWER_03990	Similar to JEN1: Carboxylic acid transporter protein homolog (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	1.25274	0.956927	0.302596	0.389431	0.304799	0.451087
HWER_03991	Similar to rng2: Ras GTPase-activating-like protein rng2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	9.27436	9.55549	11.5512	11.9209	5.4058	5.83973
HWER_03992	Similar to yciC: Putative metal chaperone YciC (Bacillus subtilis (strain 168))	0.377137	0.410674	2.01352	10.5981	1.45584	1.64469
HWER_03993	Similar to SPAPB1A11.02: AB hydrolase superfamily protein B1A11.02 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	4.18558	4.15622	4.6445	4.67928	6.19038	6.82697
HWER_03994	Protein of unknown function	0	0	0	0	0	0
HWER_03995	Protein of unknown function	0.763345	0.488377	0.554059	0.741673	0.389733	0.584197
HWER_03996	Similar to RPD3: Histone deacetylase RPD3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	10.3415	10.995	10.8849	10.2844	3.86148	5.04554
HWER_03997	Similar to rpn11: 26S proteasome regulatory subunit rpn11 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	60.1439	55.2414	69.9819	73.89	37.7104	39.1933
HWER_03998	Similar to HET-E1: Vegetative incompatibility protein HET-E-1 (Podospora anserina)	0.355746	0.416638	0.153279	0.166521	0.117245	0
HWER_03999	Similar to erd-2: ER lumen protein-retaining receptor (Caenorhabditis elegans)	30.8431	26.1688	19.4504	18.2665	19.9742	32.867
HWER_04000	Similar to ilvD: Dihydroxy-acid dehydratase (Rhodopirellula baltica (strain SH1))	18.4753	17.334	12.3862	12.907	10.2453	14.7971
HWER_04001	Similar to xlnD: 3-hydroxybenzoate 6-hydroxylase 1 (Pseudomonas alcaligenes)	1.5853	0.963304	2.02076	2.48173	0.617159	1.03492
HWER_04002	Similar to GCY1: Glycerol 2-dehydrogenase (NADP(+)) (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	0.386445	0.562935	1.17153	1.32875	0.29259	0
HWER_04003	Similar to prtT: Transcriptional activator of proteases prtT (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	0.936209	0.783584	1.24021	1.32061	0.277072	0.320573
HWER_04004	Similar to CYB2: Cytochrome b2%2C mitochondrial (Hansenula anomala)	2.05802	1.8003	1.29444	0.943408	0.212549	1.90228
HWER_04005	Similar to vrdA: Versiconal hemiacetal acetate reductase (Aspergillus parasiticus)	2.56447	3.00988	1.69439	1.95357	2.74205	3.08142
HWER_04006	Protein of unknown function	0.634487	0.575116	0.366464	0.395449	0	0.151349
HWER_04007	Similar to qutD: Probable quinate permease (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	0.27323	0.260346	0.234233	0.275064	0	0
HWER_04008	Similar to Glucan 1%2C3-beta-glucosidase (Blumeria graminis)	0.99797	0.890516	2.21267	1.86739	1.98596	1.0217
HWER_04009	Similar to ccg-6: Clock-controlled protein 6 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	52.1151	49.4113	27.01	29.2901	50.2069	55.8448
HWER_04010	Similar to dom34: Protein dom34 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	44.2891	35.8595	19.9641	21.4521	41.7175	38.5366
HWER_04011	Similar to SPAC2F3.05c: Uncharacterized oxidoreductase C2F3.05c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	16.7907	13.6171	8.27271	8.49431	4.68076	1.91045
HWER_04012	Similar to Scp2: Non-specific lipid-transfer protein (Mus musculus)	4.82134	4.54364	3.44205	2.96106	1.93271	1.53028
HWER_04013	Protein of unknown function	2.08342	1.81394	2.18723	2.13432	1.94197	2.66857
HWER_04014	Similar to HMF1: Protein HMF1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	40.4929	42.4087	60.1472	59.9682	105.732	120.064
HWER_04015	Similar to cyt-4: Mitochondrial protein cyt-4 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	4.46818	5.10511	3.83768	4.07826	2.6494	3.14576
HWER_04016	Protein of unknown function	12.0468	12.9608	12.5249	11.4383	8.35118	6.84546
HWER_04017	Similar to MNN4: Protein MNN4 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	1.89589	2.11124	1.83223	1.94327	6.53326	2.68364
HWER_04018	Similar to amdS: Acetamidase (Aspergillus oryzae (strain ATCC 42149 / RIB 40))	25.3761	23.5701	22.811	25.8172	35.1057	52.0479
HWER_04019	Protein of unknown function	0.468074	0.469548	0.377328	0.491683	1.36655	0.476629
HWER_04020	Similar to SPAC4F8.11: Uncharacterized WD repeat-containing protein C4F8.11 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	2.36994	2.45553	2.73948	2.80365	1.20508	2.02559
HWER_04021	Similar to FKH2: Fork-head transcriptional regulator 2 (Candida albicans (strain SC5314 / ATCC MYA-2876))	0.170312	0.381013	0.164767	0.25664	1.5061	0.615387
HWER_04022	Similar to SPBC2F12.12c: Uncharacterized protein C2F12.12c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	6.89237	6.68601	10.0288	10.4293	7.08844	8.45698
HWER_04023	Similar to pgaX: Exopolygalacturonase X (Aspergillus tubingensis)	1.67378	1.82148	3.52123	2.93727	2.92571	3.50277
HWER_04024	Similar to PHO8: Repressible alkaline phosphatase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	21.3553	19.9479	19.0049	19.082	8.96982	9.77747
HWER_04025	Similar to hmp: Flavohemoprotein (Rhizobium meliloti (strain 1021))	9.91642	8.50249	4.91155	4.05325	0.367705	1.89725
HWER_04026	Protein of unknown function	0.264413	0.208158	0.234684	0.223075	0.383844	0
HWER_04027	Similar to AN10233: 6-phosphogluconate dehydrogenase%2C decarboxylating (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	12.8929	10.1606	16.8582	17.964	0.549242	2.03718
HWER_04028	Similar to PEX2: Peroxisomal biogenesis factor 2 (Podospora anserina)	9.61804	9.1574	10.9142	9.3537	6.83401	8.76759
HWER_04029	Similar to YBT1: ATP-dependent bile acid permease (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	3.72815	4.56258	5.34831	5.086	5.18247	5.46784
HWER_04030	Similar to SPAC57A10.08c: Abhydrolase domain-containing protein C57A10.08c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	3.82938	3.92028	7.98394	6.66892	3.08293	4.02799
HWER_04031	Similar to rps19: 40S ribosomal protein S19 (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))	565.161	480.06	610.643	489.53	1632.97	1179.32
HWER_04032	Similar to klp6: Kinesin-like protein 6 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	5.60908	6.78211	6.85159	6.67824	1.75369	2.23374
HWER_04033	Similar to LEU3: Regulatory protein LEU3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	18.8169	16.0227	18.2272	17.869	10.4855	18.5551
HWER_04034	Protein of unknown function	10.0883	10.295	8.02663	7.77756	1.96124	3.23367
HWER_04035	Protein of unknown function	0	0.0830352	0.237914	0.0470329	0	0
HWER_04036	Similar to SPCC1322.03: Uncharacterized membrane protein C1322.03 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	12.4555	14.6532	7.43756	7.59011	3.25842	5.22158
HWER_04037	Similar to AO-I: Copper amine oxidase 1 (Aspergillus niger)	1.06035	0.784776	0.892991	0.751487	0.230904	0.117142
HWER_04038	Similar to SPBC1271.10c: Uncharacterized MFS-type transporter C1271.10c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	0.984587	1.16756	0.999258	0.956988	2.27198	0.48822
HWER_04039	Similar to SPCC550.07: Putative amidase C550.07 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	0.278304	0.385784	0.45232	0.44519	0.0388892	0.25504
HWER_04040	Similar to EXPB5: Expansin-B5 (Oryza sativa subsp. japonica)	0.338231	0.392298	0.183062	0.251143	0.521165	0.135351
HWER_04041	Similar to SPA2: Protein SPA2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	12.1313	14.6222	18.6525	20.3582	7.33496	10.5507
HWER_04042	Similar to YPL067C: Uncharacterized protein YPL067C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	3.61661	4.69903	9.87479	8.37855	7.24729	3.64189
HWER_04043	Similar to HMGR: 3-hydroxy-3-methylglutaryl-coenzyme A reductase (Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831))	9.09435	10.0888	12.2062	12.7784	10.9508	10.4002
HWER_04044	Similar to NMRAL1: NmrA-like family domain-containing protein 1 (Gallus gallus)	14.1152	13.3455	10.807	12.1171	38.2174	32.4606
HWER_04045	Protein of unknown function	10.3058	11.0796	7.27985	7.40533	2.90398	3.90242
HWER_04046	Protein of unknown function	2.91676	2.19784	2.54473	3.48245	4.49583	5.94513
HWER_04047	Similar to rps21: 40S ribosomal protein S21 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	1111.55	1114.34	1210.58	1050.54	2947.42	2337.06
HWER_04048	Similar to crf1: Probable glycosidase crf2 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	50.5539	60.6261	48.1151	52.806	114.992	123.798
HWER_04049	Similar to ASG1: Activator of stress genes protein 1 (Candida albicans (strain SC5314 / ATCC MYA-2876))	13.8248	12.595	10.7107	10.1995	17.2273	18.4563
HWER_04050	Similar to DUR3: Urea active transporter (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	0.427096	0.513973	0.255835	0.231967	1.79249	2.17811
HWER_04051	Similar to SPBC12C2.09c: ADIPOR-like receptor SPBC12C2.09c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	22.2509	18.2021	4.47775	4.71988	1.83305	1.91081
HWER_04052	Protein of unknown function	1.12318	0	1.2413	0.408913	3.14939	0
HWER_04053	Protein of unknown function	1.63488	2.03976	2.00512	1.73201	2.12505	1.77461
HWER_04054	Protein of unknown function	2.36056	3.30427	3.58763	4.27411	0	0
HWER_04055	Protein of unknown function	0.688419	0.63126	0.466597	0.336168	0.67437	0.469963
HWER_04056	Protein of unknown function	13.5851	14.0889	6.43628	6.1696	5.3387	5.39076
HWER_04057	Similar to budA: Alpha-acetolactate decarboxylase (Raoultella terrigena)	30.3555	31.1238	47.0003	50.7615	70.729	62.8296
HWER_04058	Similar to SPBC14C8.09c: IMPACT family member C14C8.09c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	32.7379	32.0258	18.0432	18.9342	15.9525	17.2798
HWER_04059	Similar to alsS: Acetolactate synthase (Bacillus subtilis (strain 168))	92.1389	74.8037	15.7996	17.7657	6.95137	15.1658
HWER_04060	Similar to Pirin-like protein (Solanum lycopersicum)	25.314	23.7253	37.5475	41.6359	18.147	26.7999
HWER_04061	Similar to cgrA: rRNA-processing protein cgrA (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	29.7274	31.9948	38.8781	33.4229	19.7625	8.03687
HWER_04062	Similar to arg-13: Amino-acid transporter arg-13 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	20.3981	21.3394	22.9057	20.3314	46.1593	31.7081
HWER_04063	Similar to taf7: Transcription initiation factor TFIID subunit 7 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	17.225	15.9634	16.5995	16.9561	9.11363	8.99735
HWER_04064	Similar to Ank1: Ankyrin-1 (Mus musculus)	2.70735	2.86326	2.52251	2.28829	3.92333	5.3288
HWER_04065	Similar to SPAC1039.01: Uncharacterized amino-acid permease C1039.01 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	4.06492	4.16566	5.39666	5.20157	6.57	7.697
HWER_04066	Protein of unknown function	0.513391	1.04853	1.46527	1.15492	0.754222	1.03344
HWER_04067	Protein of unknown function	15.4897	16.3977	13.1362	12.2947	2.531	4.02004
HWER_04068	Similar to rutB: Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB (Escherichia coli O6:K15:H31 (strain 536 / UPEC))	3.01307	3.77162	3.8081	4.7741	11.4941	4.40975
HWER_04069	Similar to DNM1: Dynamin-related protein DNM1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	41.3247	39.4865	37.2787	37.191	12.0681	21.2228
HWER_04070	Similar to mrpl37: 54S ribosomal protein L37%2C mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	52.8621	49.8477	70.4258	72.2117	73.2245	67.9529
HWER_04071	Similar to HAP2: Transcriptional activator HAP2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	45.9583	42.1418	37.147	35.4603	11.1549	19.5532
HWER_04072	Protein of unknown function	0.0413134	0.0358307	0.0142268	0.081448	0	0.178156
HWER_04073	Protein of unknown function	0.471472	0.686775	0.679397	0.441824	0.981547	1.01302
HWER_04074	Similar to Pxmp4: Peroxisomal membrane protein 4 (Rattus norvegicus)	14.3267	13.6684	9.91216	9.28556	9.01643	4.65229
HWER_04075	Similar to tra-1: Sex-determining transformer protein 1 (Caenorhabditis elegans)	5.85902	4.81278	2.40521	2.57657	3.48083	6.15907
HWER_04076	Similar to crf1: Probable glycosidase crf1 (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))	92.317	102.513	41.0865	58.2457	23.8255	27.7354
HWER_04077	Similar to DDB_G0283291: Probable iron/ascorbate oxidoreductase DDB_G0283291 (Dictyostelium discoideum)	60.72	68.7523	66.1809	77.3182	188.854	250.058
HWER_04078	Similar to AKR7L: Aflatoxin B1 aldehyde reductase member 4 (Homo sapiens)	81.893	87.6256	84.3124	89.2353	64.7572	72.6132
HWER_04079	Similar to TOXG: Alanine racemase TOXG (Cochliobolus carbonum)	7.07792	6.96288	13.9264	14.7275	8.29646	10.4153
HWER_04080	Similar to SPBC725.08: Zinc finger protein C725.08 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	42.2853	39.007	38.2351	36.269	8.59359	13.8423
HWER_04081	Protein of unknown function	26.05	24.2254	23.4302	25.0139	39.8571	40.2576
HWER_04082	Similar to lvr: Levodione reductase (Leifsonia aquatica)	8.81573	9.15943	6.13479	6.56255	14.9689	16.65
HWER_04083	Similar to xsa: Xylosidase/arabinosidase (Bacteroides ovatus)	0	0	0	0	0	0
HWER_04084	Similar to rhlG: Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase (Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228))	10.9822	7.14522	2.49083	2.42929	2.16896	1.88935
HWER_04085	Protein of unknown function	1.55017	1.44351	2.02558	1.5482	2.16582	1.35181
HWER_04086	Similar to PTT_08196: Probable zinc metalloprotease PTT_08196 (Pyrenophora teres f. teres (strain 0-1))	0.960439	0.998499	0.449346	0.522712	1.15917	0.416325
HWER_04087	Similar to Zgrf1: Protein ZGRF1 (Mus musculus)	13.2451	11.1759	9.10532	8.56756	6.51311	5.32874
HWER_04088	Similar to eglD: Probable endo-beta-1%2C4-glucanase D (Aspergillus terreus (strain NIH 2624 / FGSC A1156))	1.79196	2.23258	1.96159	1.74194	1.50701	1.17849
HWER_04089	Protein of unknown function	7.22063	5.29976	5.80405	7.61547	5.92801	5.00603
HWER_04090	Protein of unknown function	11.0411	11.9004	11.3654	10.5583	10.4995	11.335
HWER_04091	Similar to RAS: Rosmarinate synthase (Plectranthus scutellarioides)	0.901071	1.23822	0.828854	0.876244	4.06727	1.25789
HWER_04092	Similar to MNN10: Probable alpha-1%2C6-mannosyltransferase MNN10 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	26.4294	28.4245	45.739	50.2079	8.27273	12.7517
HWER_04093	Similar to SPAC926.08c: Ribosome production factor 2 homolog (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	20.1004	18.6926	43.885	47.5235	105.795	100.84
HWER_04094	Similar to GRX3: Monothiol glutaredoxin-3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	38.1367	28.9367	30.6878	29.0166	51.5936	53.8501
HWER_04095	Similar to Slc1a7: Excitatory amino acid transporter 5 (Mus musculus)	62.4494	58.5051	14.3847	18.1089	2.67028	3.57854
HWER_04096	Similar to erg26: Sterol-4-alpha-carboxylate 3-dehydrogenase%2C decarboxylating (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	40.3991	31.6921	53.6325	42.235	37.4013	28.9337
HWER_04097	Similar to YJR141W: Uncharacterized protein YJR141W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	3.5629	3.53583	4.83456	4.10275	4.26037	3.38706
HWER_04098	Similar to ace1: Zinc finger transcription factor ace1 (Hypocrea jecorina)	58.0881	58.5507	61.7129	61.896	83.8577	55.5874
HWER_04099	Protein of unknown function	20.0778	16.4798	14.1856	13.4984	10.0241	13.1211
HWER_04100	Similar to RPN10: 26S proteasome non-ATPase regulatory subunit 4 homolog (Arabidopsis thaliana)	50.6541	47.8729	40.6885	43.801	38.832	42.4778
HWER_04101	Similar to SPAC637.09: Uncharacterized exonuclease C637.09 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	13.3796	11.779	11.4846	11.6553	7.69217	7.97123
HWER_04102	Similar to pso2: DNA cross-link repair protein pso2/snm1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	10.5565	10.4178	6.64716	6.31312	4.88312	5.60019
HWER_04103	Similar to nuo-12.3: NADH-ubiquinone oxidoreductase 12 kDa subunit%2C mitochondrial (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))	96.4544	105.216	142.548	138.953	362.44	299.789
HWER_04104	Protein of unknown function	2.34962	1.43867	1.87692	1.40504	11.53	9.53268
HWER_04105	Similar to LSM2: U6 snRNA-associated Sm-like protein LSm2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	36.2052	39.8937	55.4457	55.0294	96.0574	80.0261
HWER_04106	Protein of unknown function	2.06437	2.44993	1.66152	1.597	2.26409	1.87333
HWER_04107	Similar to RPE1: Ribulose-phosphate 3-epimerase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	39.8579	41.1101	47.6186	45.9793	85.2182	93.9743
HWER_04108	Similar to CUT1: Cutinase (Monilinia fructicola)	0.870246	0.691166	1.42297	1.45889	0.498221	0.33368
HWER_04109	Similar to SPC2: Signal peptidase complex subunit SPC2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	14.9326	15.7974	12.8025	12.3133	14.57	15.5747
HWER_04110	Similar to SPBC1711.03: ER membrane protein complex subunit 3 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	21.1292	19.2282	19.2561	20.5035	23.1035	24.5417
HWER_04111	Protein of unknown function	5.05415	3.61658	2.33305	3.55181	1.08198	3.98526
HWER_04112	Similar to SPCC1183.11: Uncharacterized MscS family protein C1183.11 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	19.3983	21.1781	21.6414	24.8741	10.0899	10.9163
HWER_04113	Similar to DPS1: Aspartate--tRNA ligase%2C cytoplasmic (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))	68.2679	56.2907	35.523	38.0546	13.9366	13.7824
HWER_04114	Similar to cct4: T-complex protein 1 subunit delta (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	46.6911	36.2722	45.2257	39.199	23.8112	26.5679
HWER_04115	Similar to rpt1: 26S protease regulatory subunit 7 homolog (Schizosaccharomyces pombe (strain 972 / ATCC 24843))	58.1126	49.9349	56.6769	56.8512	40.1267	37.386
HWER_04116	Similar to RAD17: Cell cycle checkpoint protein RAD17 (Pongo abelii)	6.21068	6.50396	7.62447	7.25844	3.13941	3.89081
HWER_04117	Similar to ALKBH2: Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2 (Homo sapiens)	2.79248	2.43692	1.4073	1.36777	2.77847	4.09386
HWER_04118	Similar to SED1: Tripeptidyl-peptidase SED1 (Arthroderma otae (strain ATCC MYA-4605 / CBS 113480))	0.964709	1.21897	2.28281	2.52168	0.510683	0.51409
